day,time,venue,poster_id,paper_id,track_poster,poster_title
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000542,WP-47,Track 9 Packaging and Heterogenous Integration,Thermal Analysis of Multi-Chiplet heterogeneous integration Based on The Lidless Fan-out Package
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000554,WP-48,Track 9 Packaging and Heterogenous Integration,Improved Breakdown Voltage and Leakage Current in β-Ga2O3 Schottky Barrier Diode Realized by N Ionimplantation Edge Termination
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000573,WP-49,Track 9 Packaging and Heterogenous Integration,"First demonstration of 4-inch GaN on SiO2/Si(100) monolithic integration materials by ion-cutting technique with hydrophilic wafer bonding at elevated temperature Track 10 Sensor, MEMS, Bio-electronics"
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000103,WP-51,"Track 10 Sensor, MEMS, Bio-electronics",Portable NV (Nitrogen Vacancy) Vector Magnetometer with High Sensitivity and Wide Dynamic Range
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000040,WP-52,"Track 10 Sensor, MEMS, Bio-electronics",A SAW Pressure Sensor based on AlN thin film with a Novel Differential Structure: Balancing Sensitivity Enhancement and Temperature Decoupling
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000291,WP-53,"Track 10 Sensor, MEMS, Bio-electronics",Fluorescent nanodiamond encapsulated liposomes for quantum sensing in nematode worms
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000368,WP-54,"Track 10 Sensor, MEMS, Bio-electronics",Ultra-thin and flexible MEMS sensors based on heterogenous integration of silicon and polymer for accurate and stable pressure mapping
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000351,WP-55,"Track 10 Sensor, MEMS, Bio-electronics",A 12-bit Fully Differential SAR/SS ADC Architecture Based on Scale Reference for CMOS Image Sensors
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000221,WP-56,"Track 10 Sensor, MEMS, Bio-electronics",Multi-Mode Resonance and Temperature Behavior of GaN/SiC SAW Resonators Track 12 Nanotechnologies
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000121,WP-58,Track 12 Nanotechnologies,Highly Sensitive and Polarization Selective Au Serrate Nanogratings Fabricated by Nanoimprint Lithography
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000143,WP-59,Track 12 Nanotechnologies,All-Optical Modulated Artificial Synapse Based on Quantum dots/Oxide Heterojunction for Neuromorphic Visual Simulation
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000239,WP-60,Track 12 Nanotechnologies,5-bit High-Linearity UV-Stimulated Synaptic Device Based on MoS2/GaN Heterostructure
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000582,WP-61,Track 12 Nanotechnologies,"A Controllable and CMOS Compatible Doping Process for 2D Integrated Circuits Track 13 Disruptive Technologies (Metaverse, Neuromorphic Computing, Quantum Computing)"
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000174,WP-62,"Track 13 Disruptive Technologies (Metaverse, Neuromorphic Computing, Quantum Computing)",Artificial Hodgkin–Huxley Neurons based on Ferroionic CuInP2S6
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000290,WP-63,"Track 13 Disruptive Technologies (Metaverse, Neuromorphic Computing, Quantum Computing)",Memristor-Based Approximate Adders for Efficient In- Memory Computing in Image Processing
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000299,WP-64,"Track 13 Disruptive Technologies (Metaverse, Neuromorphic Computing, Quantum Computing)",Hardware Virtualization Technology for Multicore Brain-inspired Chip
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000384,WP-65,"Track 13 Disruptive Technologies (Metaverse, Neuromorphic Computing, Quantum Computing)",Dual Charge-Trapping Nanowire Flash Transistor for Low-Voltage High-Precision Biomimetic Synaptic Device with 1024 States
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000387,WP-66,"Track 13 Disruptive Technologies (Metaverse, Neuromorphic Computing, Quantum Computing)",Robot Collision Detection Acceleration with In-Memory Search based on the Monolithic 3D Integration of 2D Transistors and Vertical RRAMs
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000535,WP-68,"Track 13 Disruptive Technologies (Metaverse, Neuromorphic Computing, Quantum Computing)",Hydrogel-based bipolar synaptic device for Artificial Neural Networks
